date,time,symbol,mid,ratio
20230102,905,XYZ,82.77125,0.497412
20230102,910,XYZ,82.79625,0.523913
20230102,915,XYZ,82.7825,0.509985
20230102,920,XYZ,82.76625,0.520652
20230102,925,XYZ,82.72875,0.476785
20230102,930,XYZ,82.70375,0.499553
20230102,935,XYZ,82.74125,0.528847
20230102,940,XYZ,82.72375,0.521532
20230102,945,XYZ,82.71875,0.501288
